"RecordType","Survey","Quarter","Country","Ship","Gear","SweepLngt","GearEx","DoorType","StNo","HaulNo","Year","SpecCodeType","SpecCode","SpecVal","Sex","TotalNo","CatIdentifier","NoMeas","SubFactor","SubWgt","CatCatchWgt","LngtCode","LngtClass","HLNoAtLngt","DevStage","LenMeasType","DateofCalculation","Valid_Aphia"
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"M",7,1,7,1,4220,4220,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"M",7,1,7,1,4220,4220,"1",40,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"M",7,1,7,1,4220,4220,"1",44,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"M",7,1,7,1,4220,4220,"1",48,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"M",7,1,7,1,4220,4220,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"F",1,1,1,1,4220,4220,"1",41,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",41,40,2024,"W",126484,2,"U",1,1,1,1,4220,4220,"1",19,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",124,47,2024,"W",126484,2,"F",1,1,1,1,750,750,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",136,48,2024,"W",126484,2,"M",1,1,1,1,1708,1708,"1",31,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",136,48,2024,"W",126484,2,"F",2,1,2,1,1708,1708,"1",44,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",136,48,2024,"W",126484,2,"F",2,1,2,1,1708,1708,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",92,15,2024,"W",126484,2,"M",3,1,3,1,1180,1180,"1",26,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",92,15,2024,"W",126484,2,"M",3,1,3,1,1180,1180,"1",45,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",92,15,2024,"W",126484,2,"F",3,1,3,1,1180,1180,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",92,15,2024,"W",126484,2,"F",3,1,3,1,1180,1180,"1",27,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",194,54,2024,"W",126484,2,"F",1,1,1,1,636,636,"1",45,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",76,14,2024,"W",126484,2,"M",2,1,2,1,1174,1174,"1",26,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",76,14,2024,"W",126484,2,"M",2,1,2,1,1174,1174,"1",54,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",139,36,2024,"W",126484,2,"M",2,1,2,1,570,570,"1",27,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",139,36,2024,"W",126484,2,"M",2,1,2,1,570,570,"1",42,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",115,35,2024,"W",126484,2,"M",2,1,2,1,1460,1460,"1",45,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",115,35,2024,"W",126484,2,"M",2,1,2,1,1460,1460,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",81,18,2024,"W",126484,2,"M",1,1,1,1,100,100,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"M",6,1,6,1,16920,16920,"1",48,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"M",6,1,6,1,16920,16920,"1",52,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"M",6,1,6,1,16920,16920,"1",55,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"M",6,1,6,1,16920,16920,"1",59,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",50,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",51,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",52,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",59,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",60,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",61,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",109,16,2024,"W",126484,2,"F",10,1,10,1,16920,16920,"1",65,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",106,22,2024,"W",126484,2,"M",2,1,2,1,4072,4072,"1",65,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",106,22,2024,"W",126484,2,"M",2,1,2,1,4072,4072,"1",68,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",197,52,2024,"W",126484,2,"M",4,1,4,1,2366,2366,"1",18,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",197,52,2024,"W",126484,2,"M",4,1,4,1,2366,2366,"1",22,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",197,52,2024,"W",126484,2,"M",4,1,4,1,2366,2366,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",197,52,2024,"W",126484,2,"M",4,1,4,1,2366,2366,"1",62,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",21,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",26,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",28,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",32,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"M",6,1,6,1,4040,4040,"1",57,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"F",3,1,3,1,4040,4040,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"F",3,1,3,1,4040,4040,"1",40,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",182,51,2024,"W",126484,2,"F",3,1,3,1,4040,4040,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",176,46,2024,"W",126484,2,"M",1,1,1,1,1020,1020,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",197,52,2024,"W",126484,2,"F",1,1,1,1,2366,2366,"1",29,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",162,45,2024,"W",126484,2,"F",3,1,3,1,2054,2054,"1",30,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",162,45,2024,"W",126484,2,"F",3,1,3,1,2054,2054,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",162,45,2024,"W",126484,2,"F",3,1,3,1,2054,2054,"1",51,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",97,17,2024,"W",126484,2,"M",2,1,2,1,2840,2840,"1",55,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",97,17,2024,"W",126484,2,"M",2,1,2,1,2840,2840,"1",64,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",19,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",20,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",21,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",24,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",25,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",26,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",53,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",56,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",27,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",28,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",29,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",41,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",43,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"M",23,1,23,1,10440,10440,"1",44,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",21,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",23,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",24,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",26,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",27,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",44,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",46,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",28,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",29,4,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",30,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",31,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",38,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"F",24,1,24,1,10440,10440,"1",43,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",6,8,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",7,5,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",8,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",9,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",10,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",39,41,2024,"W",126484,2,"U",19,1,19,1,10440,10440,"1",11,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"M",5,1,5,1,7400,7400,"1",41,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"M",5,1,5,1,7400,7400,"1",47,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"M",5,1,5,1,7400,7400,"1",52,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"M",5,1,5,1,7400,7400,"1",61,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"M",5,1,5,1,7400,7400,"1",71,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"F",3,1,3,1,7400,7400,"1",30,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"F",3,1,3,1,7400,7400,"1",31,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",56,33,2024,"W",126484,2,"F",3,1,3,1,7400,7400,"1",46,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",22,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",28,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",42,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",44,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",46,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",47,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",50,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"M",10,1,10,1,8400,8400,"1",63,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"F",3,1,3,1,8400,8400,"1",45,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"F",3,1,3,1,8400,8400,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",160,50,2024,"W",126484,2,"F",3,1,3,1,8400,8400,"1",52,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",20,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",21,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",22,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",23,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",24,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",25,7,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",26,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",27,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",28,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",37,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"M",21,1,21,1,8940,8940,"1",48,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",22,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",23,4,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",24,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",25,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",26,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",27,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",43,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",94,21,2024,"W",126484,2,"M",1,1,1,1,1780,1780,"1",66,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",25,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",43,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",54,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",55,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"M",6,1,6,1,7460,7460,"1",56,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"F",3,1,3,1,7460,7460,"1",42,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"F",3,1,3,1,7460,7460,"1",49,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",171,32,2024,"W",126484,2,"F",3,1,3,1,7460,7460,"1",52,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",46,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",28,6,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",29,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",30,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",31,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",38,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"F",31,1,31,1,8940,8940,"1",39,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",24,37,2024,"W",126484,2,"U",1,1,1,1,8940,8940,"1",9,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",149,49,2024,"W",126484,2,"M",3,1,3,1,1944,1944,"1",26,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",149,49,2024,"W",126484,2,"M",3,1,3,1,1944,1944,"1",30,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",149,49,2024,"W",126484,2,"M",3,1,3,1,1944,1944,"1",61,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",149,49,2024,"W",126484,2,"F",2,1,2,1,1944,1944,"1",27,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",149,49,2024,"W",126484,2,"F",2,1,2,1,1944,1944,"1",29,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",16,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",19,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",20,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",21,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",22,6,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",23,3,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",50,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",53,1,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",30,2,NA,NA,20241218,126484
"HL","SP-PORC",3,"ES","29VE","PORB",250,NA,"P",36,42,2024,"W",126484,2,"M",78,1,78,1,22760,22760,"1",31,3,NA,NA,20241218,126484
